fid,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
"40",G24000504013022,"24","005","401302","2","240054013022",Block Group 2,G5030,S,150070,0,"+39.2950512","-076.7186322",1951.73206998,150069.662195
"41",G24000504014001,"24","005","401400","1","240054014001",Block Group 1,G5030,S,2789320,82236,"+39.2602831","-076.7734131",11039.0036071,2871557.55078
"42",G24000504015031,"24","005","401503","1","240054015031",Block Group 1,G5030,S,1947374,63420,"+39.2885084","-076.7748896",8358.28032386,2010795.28782
"43",G24000504015032,"24","005","401503","2","240054015032",Block Group 2,G5030,S,912395,0,"+39.2749135","-076.7689748",5201.65505743,912397.024806
"44",G24000504015033,"24","005","401503","3","240054015033",Block Group 3,G5030,S,898269,39709,"+39.2783316","-076.7815977",7941.40082189,937979.381185
"45",G24000504015034,"24","005","401503","4","240054015034",Block Group 4,G5030,S,1709862,0,"+39.2691627","-076.7839890",5295.53922965,1709860.70441
"46",G24000504015035,"24","005","401503","5","240054015035",Block Group 5,G5030,S,993070,0,"+39.2809149","-076.7608328",4158.20792957,993071.95355
"47",G24000504015041,"24","005","401504","1","240054015041",Block Group 1,G5030,S,2911036,28476,"+39.3032548","-076.7631301",11372.8257336,2939511.51839
"48",G24000504015042,"24","005","401504","2","240054015042",Block Group 2,G5030,S,1341026,0,"+39.2910129","-076.7607414",5686.16223986,1341028.42441
"49",G24000504015043,"24","005","401504","3","240054015043",Block Group 3,G5030,S,1428794,8228,"+39.2942372","-076.7707198",6463.71226664,1437022.71461
"50",G24000504015051,"24","005","401505","1","240054015051",Block Group 1,G5030,S,867349,0,"+39.3019892","-076.7487564",3892.6884696,867350.39339
"51",G24000504015052,"24","005","401505","2","240054015052",Block Group 2,G5030,S,990175,0,"+39.2888987","-076.7466093",4594.9634707,990172.923117
"52",G24000504015053,"24","005","401505","3","240054015053",Block Group 3,G5030,S,434612,0,"+39.2948963","-076.7497023",2677.10930152,434612.454923
"53",G24000504015061,"24","005","401506","1","240054015061",Block Group 1,G5030,S,1981884,21898,"+39.3170538","-076.7784301",8439.0997239,2003782.68335
"54",G24000504015062,"24","005","401506","2","240054015062",Block Group 2,G5030,S,1179002,23467,"+39.3098361","-076.7825802",6334.76955555,1202469.77832
"55",G24000504015063,"24","005","401506","3","240054015063",Block Group 3,G5030,S,367149,0,"+39.3130839","-076.7738012",3230.36948306,367150.203518
"56",G24000504015071,"24","005","401507","1","240054015071",Block Group 1,G5030,S,1634354,0,"+39.3146564","-076.7500550",5400.22510098,1634356.67722
"57",G24000504015072,"24","005","401507","2","240054015072",Block Group 2,G5030,S,667270,0,"+39.3128746","-076.7605341",4004.95209696,667271.164005
"58",G24000504015073,"24","005","401507","3","240054015073",Block Group 3,G5030,S,221370,0,"+39.3084609","-076.7609439",3858.46277789,221370.300354
"59",G24000504015074,"24","005","401507","4","240054015074",Block Group 4,G5030,S,192590,0,"+39.3099776","-076.7664977",2047.50902505,192591.128235
"60",G24000504022011,"24","005","402201","1","240054022011",Block Group 1,G5030,S,9534148,26468,"+39.3570478","-076.8486990",19094.1579141,9560620.16939
"61",G24000504022012,"24","005","402201","2","240054022012",Block Group 2,G5030,S,29556353,3362651,"+39.3801959","-076.8671733",45426.0679412,32919004.6235
"62",G24000504022021,"24","005","402202","1","240054022021",Block Group 1,G5030,S,20636669,252189,"+39.3270886","-076.8184311",23661.7493132,20888856.0932
"63",G24000504023021,"24","005","402302","1","240054023021",Block Group 1,G5030,S,1117013,0,"+39.3503767","-076.7696857",5547.11835282,1117014.08138
"64",G24000504023022,"24","005","402302","2","240054023022",Block Group 2,G5030,S,1784547,0,"+39.3544897","-076.7818442",5874.14601017,1784547.49244
"65",G24000504023031,"24","005","402303","1","240054023031",Block Group 1,G5030,S,324604,0,"+39.3431186","-076.7473004",3319.36281699,324604.147504
"66",G24000504023032,"24","005","402303","2","240054023032",Block Group 2,G5030,S,605263,0,"+39.3386216","-076.7507169",4033.48262653,605260.209695
"67",G24000504023033,"24","005","402303","3","240054023033",Block Group 3,G5030,S,494763,3368,"+39.3455579","-076.7507323",3123.84180333,498132.746488
"68",G24000504023034,"24","005","402303","4","240054023034",Block Group 4,G5030,S,572773,0,"+39.3522511","-076.7615369",3375.18418626,572771.802086
"69",G24000504023035,"24","005","402303","5","240054023035",Block Group 5,G5030,S,865086,0,"+39.3457181","-076.7590858",5103.99513809,865084.845135
"70",G24000504023041,"24","005","402304","1","240054023041",Block Group 1,G5030,S,469728,0,"+39.3409660","-076.7338906",2881.50490163,469728.692945
"71",G24000504023042,"24","005","402304","2","240054023042",Block Group 2,G5030,S,528837,0,"+39.3375566","-076.7411435",3512.51928921,528835.650283
"72",G24000504023043,"24","005","402304","3","240054023043",Block Group 3,G5030,S,542148,0,"+39.3445731","-076.7413185",3359.10260146,542148.394427
"73",G24000504023051,"24","005","402305","1","240054023051",Block Group 1,G5030,S,773774,0,"+39.3676537","-076.7443507",4530.90292561,773773.244588
"74",G24000504023052,"24","005","402305","2","240054023052",Block Group 2,G5030,S,836548,0,"+39.3506939","-076.7396290",6786.92669427,836549.185705
"75",G24000504023061,"24","005","402306","1","240054023061",Block Group 1,G5030,S,843904,0,"+39.3618399","-076.7705248",4157.00923192,843904.731532
"76",G24000504023062,"24","005","402306","2","240054023062",Block Group 2,G5030,S,405121,0,"+39.3646824","-076.7635975",2636.29488054,405119.773126
"77",G24000504023071,"24","005","402307","1","240054023071",Block Group 1,G5030,S,375095,1352,"+39.3642168","-076.7559430",2877.57890814,376445.811365
"78",G24000504023072,"24","005","402307","2","240054023072",Block Group 2,G5030,S,1293510,0,"+39.3560908","-076.7541397",5352.04999666,1293511.44827
"79",G24000504023073,"24","005","402307","3","240054023073",Block Group 3,G5030,S,560911,4562,"+39.3608265","-076.7499365",4031.09094577,565473.522238
"80",G24000504024031,"24","005","402403","1","240054024031",Block Group 1,G5030,S,465302,2386,"+39.3318692","-076.7146128",3314.20142227,467686.73999
"81",G24000504024032,"24","005","402403","2","240054024032",Block Group 2,G5030,S,1581088,71234,"+39.3319033","-076.7210597",6751.73095624,1652320.30965
"82",G24000504024041,"24","005","402404","1","240054024041",Block Group 1,G5030,S,759350,0,"+39.3309839","-076.7354068",3466.81578071,759350.210796
"83",G24000504024042,"24","005","402404","2","240054024042",Block Group 2,G5030,S,583250,0,"+39.3307246","-076.7282900",6310.1506949,583249.538347
"84",G24000504024043,"24","005","402404","3","240054024043",Block Group 3,G5030,S,352097,0,"+39.3366461","-076.7307195",2505.79264756,352097.120814
"85",G24000504024051,"24","005","402405","1","240054024051",Block Group 1,G5030,S,343457,0,"+39.3198966","-076.7308972",2465.95185387,343456.849306
"86",G24000504024052,"24","005","402405","2","240054024052",Block Group 2,G5030,S,1069162,0,"+39.3252400","-076.7389435",4690.97546375,1069162.55634
"87",G24000504024061,"24","005","402406","1","240054024061",Block Group 1,G5030,S,148506,0,"+39.3283153","-076.7620818",1651.95113067,148505.56938
"88",G24000504024062,"24","005","402406","2","240054024062",Block Group 2,G5030,S,425254,0,"+39.3319720","-076.7631613",3193.22810867,425252.547847
"89",G24000504024063,"24","005","402406","3","240054024063",Block Group 3,G5030,S,1683520,15211,"+39.3261977","-076.7698235",5947.58937757,1698730.1611
"90",G24000504024071,"24","005","402407","1","240054024071",Block Group 1,G5030,S,2114662,0,"+39.3296862","-076.7529956",6688.30479267,2114660.53209
"91",G24000504024072,"24","005","402407","2","240054024072",Block Group 2,G5030,S,4372022,4406,"+39.3454845","-076.7862687",10795.0561448,4376425.87731
"92",G24000504025031,"24","005","402503","1","240054025031",Block Group 1,G5030,S,1032853,0,"+39.3682493","-076.8077202",4305.5317141,1032852.40106
"93",G24000504025032,"24","005","402503","2","240054025032",Block Group 2,G5030,S,3602333,12184,"+39.3571092","-076.8041179",9610.38875247,3614515.0955
"94",G24000504025033,"24","005","402503","3","240054025033",Block Group 3,G5030,S,219641,0,"+39.3608967","-076.7835488",1980.61531595,219641.928835
"95",G24000504025041,"24","005","402504","1","240054025041",Block Group 1,G5030,S,2392687,4044,"+39.3648378","-076.8162557",8404.26226507,2396732.18221
"96",G24000504025042,"24","005","402504","2","240054025042",Block Group 2,G5030,S,5567625,8446,"+39.3656942","-076.8333262",13720.5802352,5576071.39538
"97",G24000504025051,"24","005","402505","1","240054025051",Block Group 1,G5030,S,512620,1753,"+39.3840457","-076.8098265",3467.42013814,514371.702763
"98",G24000504025052,"24","005","402505","2","240054025052",Block Group 2,G5030,S,740273,0,"+39.3798022","-076.8137878",3585.92847817,740273.466388
"99",G24000504025061,"24","005","402506","1","240054025061",Block Group 1,G5030,S,931005,2042,"+39.3775080","-076.7972208",4335.19289708,933043.953219
"100",G24000504025062,"24","005","402506","2","240054025062",Block Group 2,G5030,S,1359483,0,"+39.3774068","-076.8023823",4949.02054107,1359483.2323
"101",G24000504025091,"24","005","402509","1","240054025091",Block Group 1,G5030,S,2165518,11087,"+39.3903026","-076.7978403",6519.21403833,2176603.04459
"102",G24000504025092,"24","005","402509","2","240054025092",Block Group 2,G5030,S,679685,0,"+39.3967899","-076.8021657",3688.82991916,679682.575034
"103",G24000504025093,"24","005","402509","3","240054025093",Block Group 3,G5030,S,825067,7096,"+39.4011425","-076.7852263",4734.8591119,832163.270543
"104",G24000504026021,"24","005","402602","1","240054026021",Block Group 1,G5030,S,663770,0,"+39.3664604","-076.7770008",4402.51235855,663769.983127
"105",G24000504026022,"24","005","402602","2","240054026022",Block Group 2,G5030,S,574104,0,"+39.3679733","-076.7845750",3555.25015681,574103.037589
"106",G24000504026031,"24","005","402603","1","240054026031",Block Group 1,G5030,S,628923,0,"+39.3774052","-076.7852477",3417.83387298,628922.670651
"107",G24000504026032,"24","005","402603","2","240054026032",Block Group 2,G5030,S,3477331,34054,"+39.3921096","-076.7769270",9255.36524177,3511385.88548
"108",G24000504026033,"24","005","402603","3","240054026033",Block Group 3,G5030,S,1950756,1507,"+39.3832408","-076.7722093",6731.36363677,1952264.53151
"109",G24000504026041,"24","005","402604","1","240054026041",Block Group 1,G5030,S,1602896,0,"+39.3733219","-076.7566429",6717.03930854,1602896.2405
"110",G24000504026042,"24","005","402604","2","240054026042",Block Group 2,G5030,S,1538926,0,"+39.3734144","-076.7727228",7735.8325758,1538925.30214
"111",G24000504026043,"24","005","402604","3","240054026043",Block Group 3,G5030,S,488540,0,"+39.3719103","-076.7878740",6338.71497024,488538.931908
"112",G24000504031001,"24","005","403100","1","240054031001",Block Group 1,G5030,S,1144447,0,"+39.3503885","-076.7303656",5267.06290815,1144447.6142
"113",G24000504031002,"24","005","403100","2","240054031002",Block Group 2,G5030,S,769151,0,"+39.3571219","-076.7377035",4682.64647597,769152.361816
"114",G24000504032011,"24","005","403201","1","240054032011",Block Group 1,G5030,S,1326939,0,"+39.3563097","-076.7236880",5469.81482744,1326934.92202
"115",G24000504032012,"24","005","403201","2","240054032012",Block Group 2,G5030,S,437597,0,"+39.3506406","-076.7149604",2679.49106222,437596.748258
"116",G24000504032021,"24","005","403202","1","240054032021",Block Group 1,G5030,S,1165728,0,"+39.3432678","-076.7173005",4989.9521483,1165727.60329
"117",G24000504033001,"24","005","403300","1","240054033001",Block Group 1,G5030,S,572452,0,"+39.3645863","-076.7290669",3065.9252445,572452.881734
"118",G24000504033002,"24","005","403300","2","240054033002",Block Group 2,G5030,S,1148592,4597,"+39.3671862","-076.7372969",6457.68864035,1153192.64193
"119",G24000504034011,"24","005","403401","1","240054034011",Block Group 1,G5030,S,1017060,0,"+39.3735525","-076.7292039",4118.76846593,1017056.65576
"120",G24000504034012,"24","005","403401","2","240054034012",Block Group 2,G5030,S,796666,0,"+39.3792723","-076.7359989",4006.02123855,796665.947644
"121",G24000504034021,"24","005","403402","1","240054034021",Block Group 1,G5030,S,2317527,35807,"+39.3786540","-076.7217864",7632.52723897,2353336.23401
"122",G24000504034022,"24","005","403402","2","240054034022",Block Group 2,G5030,S,595348,0,"+39.3667228","-076.7204947",3263.5730228,595348.402369
"123",G24000504034023,"24","005","403402","3","240054034023",Block Group 3,G5030,S,224985,0,"+39.3574969","-076.7158970",3039.62011776,224985.627855
"124",G24000504034024,"24","005","403402","4","240054034024",Block Group 4,G5030,S,447911,0,"+39.3608840","-076.7150534",2888.99940131,447909.375956
"125",G24000504035001,"24","005","403500","1","240054035001",Block Group 1,G5030,S,1069900,0,"+39.3803787","-076.6916269",5579.25741486,1069902.01272
"126",G24000504035002,"24","005","403500","2","240054035002",Block Group 2,G5030,S,794414,0,"+39.3738313","-076.6938400",4667.84951784,794413.067854
"127",G24000504035003,"24","005","403500","3","240054035003",Block Group 3,G5030,S,1262950,0,"+39.3775536","-076.7055746",5665.05602419,1262949.10683
"128",G24000504036011,"24","005","403601","1","240054036011",Block Group 1,G5030,S,380912,0,"+39.3762684","-076.6802834",2813.06985024,380910.68033
"129",G24000504036012,"24","005","403601","2","240054036012",Block Group 2,G5030,S,648633,2126,"+39.3807498","-076.6811719",3722.49250522,650759.074379
"130",G24000504036013,"24","005","403601","3","240054036013",Block Group 3,G5030,S,1719594,0,"+39.3890409","-076.6694396",6295.01111208,1719591.64349
"131",G24000504036021,"24","005","403602","1","240054036021",Block Group 1,G5030,S,1381303,0,"+39.3786850","-076.6586711",5066.03133182,1381303.7675
"132",G24000504036022,"24","005","403602","2","240054036022",Block Group 2,G5030,S,1373664,0,"+39.3768646","-076.6699289",5371.01707646,1373661.33868
"133",G24000504037011,"24","005","403701","1","240054037011",Block Group 1,G5030,S,906923,1302,"+39.3943092","-076.7382129",6381.12312415,908223.743413
"134",G24000504037012,"24","005","403701","2","240054037012",Block Group 2,G5030,S,1112415,0,"+39.3957482","-076.7315212",5126.64991223,1112415.50206
"135",G24000504037013,"24","005","403701","3","240054037013",Block Group 3,G5030,S,1880337,8829,"+39.4086155","-076.7579538",7455.57097941,1889166.36035
"136",G24000504037014,"24","005","403701","4","240054037014",Block Group 4,G5030,S,5228082,5561,"+39.4186423","-076.7418515",10108.4430801,5233647.72606
"137",G24000504037015,"24","005","403701","5","240054037015",Block Group 5,G5030,S,2215494,1352,"+39.4016807","-076.7414779",7689.25630347,2216843.3619
"138",G24000504037021,"24","005","403702","1","240054037021",Block Group 1,G5030,S,3566334,4978,"+39.3849803","-076.7458290",7970.33303404,3571316.74569
"139",G24000504037022,"24","005","403702","2","240054037022",Block Group 2,G5030,S,2761612,0,"+39.4028170","-076.7652322",8470.33674304,2761614.84181
"140",G24000504038011,"24","005","403801","1","240054038011",Block Group 1,G5030,S,11255974,11854,"+39.4337434","-076.7126826",18464.2632446,11267826.8774
"141",G24000504038021,"24","005","403802","1","240054038021",Block Group 1,G5030,S,4247261,2013,"+39.3972862","-076.7189513",12112.4613428,4249275.5109
"142",G24000504038022,"24","005","403802","2","240054038022",Block Group 2,G5030,S,5414613,18692,"+39.4088657","-076.6925105",11300.7113717,5433306.8852
"143",G24000504038031,"24","005","403803","1","240054038031",Block Group 1,G5030,S,3487902,0,"+39.3881692","-076.7023546",8415.40398816,3487902.84638
"144",G24000504038032,"24","005","403803","2","240054038032",Block Group 2,G5030,S,2284015,4312,"+39.3964905","-076.6751971",7569.1957749,2288326.56709
"145",G24000504041011,"24","005","404101","1","240054041011",Block Group 1,G5030,S,8282856,76018,"+39.4237957","-076.8267517",15461.2668095,8358873.505
"146",G24000504041012,"24","005","404101","2","240054041012",Block Group 2,G5030,S,4466749,23002,"+39.4139069","-076.8057425",14545.1726906,4489752.38123
"147",G24000504041021,"24","005","404102","1","240054041021",Block Group 1,G5030,S,2327985,0,"+39.4298387","-076.8011352",7329.57559444,2327982.51554
"148",G24000504041022,"24","005","404102","2","240054041022",Block Group 2,G5030,S,2385545,0,"+39.4165656","-076.7875532",7786.51015247,2385543.52647
"149",G24000504042011,"24","005","404201","1","240054042011",Block Group 1,G5030,S,587930,0,"+39.4385568","-076.7989011",3576.72691482,587932.190685
"150",G24000504042012,"24","005","404201","2","240054042012",Block Group 2,G5030,S,702016,0,"+39.4421046","-076.7940718",3986.03716727,702014.178577
"151",G24000504042013,"24","005","404201","3","240054042013",Block Group 3,G5030,S,1112910,0,"+39.4472593","-076.7905566",4902.30400207,1112908.39412
"152",G24000504042021,"24","005","404202","1","240054042021",Block Group 1,G5030,S,2477843,5001,"+39.4404724","-076.7746529",8519.38835519,2482846.3733
"153",G24000504042022,"24","005","404202","2","240054042022",Block Group 2,G5030,S,274593,0,"+39.4273918","-076.7863765",2305.86372211,274592.542667
"154",G24000504042023,"24","005","404202","3","240054042023",Block Group 3,G5030,S,921214,0,"+39.4269224","-076.7796927",4797.59841284,921215.250963
"155",G24000504042024,"24","005","404202","4","240054042024",Block Group 4,G5030,S,2142267,5668,"+39.4235734","-076.7702241",7668.09028778,2147929.84088
"156",G24000504044021,"24","005","404402","1","240054044021",Block Group 1,G5030,S,5153180,5577,"+39.4838080","-076.8103603",11296.4536639,5158760.45958
"157",G24000504044022,"24","005","404402","2","240054044022",Block Group 2,G5030,S,1330442,0,"+39.4631417","-076.7986809",4796.50942543,1330441.00712
"158",G24000504044023,"24","005","404402","3","240054044023",Block Group 3,G5030,S,4388684,4178,"+39.4737490","-076.7820200",11097.2528108,4392861.41348
"159",G24000504044031,"24","005","404403","1","240054044031",Block Group 1,G5030,S,1187236,0,"+39.4401769","-076.8142021",4218.48137816,1187238.05814
"160",G24000504044032,"24","005","404403","2","240054044032",Block Group 2,G5030,S,1114798,0,"+39.4481171","-076.8229011",4318.39372724,1114797.67031
"161",G24000504044041,"24","005","404404","1","240054044041",Block Group 1,G5030,S,1769877,954,"+39.4608511","-076.8316668",6493.70080901,1770832.20393
"162",G24000504044042,"24","005","404404","2","240054044042",Block Group 2,G5030,S,2439106,10777,"+39.4706835","-076.8222921",7289.52220891,2449881.93383
"163",G24000504045011,"24","005","404501","1","240054045011",Block Group 1,G5030,S,948761,0,"+39.4595005","-076.8197556",4272.21886653,948763.145433
"164",G24000504045012,"24","005","404501","2","240054045012",Block Group 2,G5030,S,1030416,0,"+39.4528284","-076.8137453",5105.08654246,1030417.99905
"165",G24000504045013,"24","005","404501","3","240054045013",Block Group 3,G5030,S,472449,0,"+39.4575911","-076.8080505",4586.01474694,472448.572836
"166",G24000504045014,"24","005","404501","4","240054045014",Block Group 4,G5030,S,649257,0,"+39.4588495","-076.8047173",5067.73710785,649255.52899
"167",G24000504045021,"24","005","404502","1","240054045021",Block Group 1,G5030,S,482092,0,"+39.4470551","-076.8083848",3040.27143241,482089.398952
"168",G24000504045022,"24","005","404502","2","240054045022",Block Group 2,G5030,S,307007,0,"+39.4488619","-076.8006420",2795.56086562,307007.617392
"169",G24000504045023,"24","005","404502","3","240054045023",Block Group 3,G5030,S,304831,0,"+39.4441415","-076.8041645",2592.38008123,304829.51094
"170",G24000504046001,"24","005","404600","1","240054046001",Block Group 1,G5030,S,24414045,72933,"+39.5123478","-076.8483193",27752.9748332,24486974.8274
"171",G24000504046002,"24","005","404600","2","240054046002",Block Group 2,G5030,S,38910866,82822,"+39.5121321","-076.7833410",36980.6946151,38993690.481
"172",G24000504048001,"24","005","404800","1","240054048001",Block Group 1,G5030,S,14088337,906120,"+39.4645074","-076.8605070",19868.9279256,14994459.7981
"173",G24000504048002,"24","005","404800","2","240054048002",Block Group 2,G5030,S,8312231,301530,"+39.4339941","-076.8547005",13158.2374399,8613759.09404
"174",G24000504049001,"24","005","404900","1","240054049001",Block Group 1,G5030,S,5072386,6135,"+39.4579789","-076.7750207",10033.5418071,5078524.20315
"175",G24000504049002,"24","005","404900","2","240054049002",Block Group 2,G5030,S,12196089,66014,"+39.4422908","-076.7449697",14063.9615813,12262106.9079
"176",G24000504049003,"24","005","404900","3","240054049003",Block Group 3,G5030,S,8671916,54544,"+39.4789043","-076.7540455",13838.2068885,8726460.45934
"177",G24000504050001,"24","005","405000","1","240054050001",Block Group 1,G5030,S,65688008,2990789,"+39.6064196","-076.7669764",45659.2797547,68678795.8814
"178",G24000504050002,"24","005","405000","2","240054050002",Block Group 2,G5030,S,55359948,173795,"+39.5562908","-076.7615317",40588.1835398,55533749.9718
"179",G24000504060001,"24","005","406000","1","240054060001",Block Group 1,G5030,S,35618345,1504893,"+39.6823025","-076.7692258",26319.5922398,37123239.5273
"180",G24000504060002,"24","005","406000","2","240054060002",Block Group 2,G5030,S,18826273,44198,"+39.7081606","-076.7254770",20001.2368714,18870470.6512
"181",G24000504060003,"24","005","406000","3","240054060003",Block Group 3,G5030,S,28226283,839492,"+39.6715742","-076.7018837",30809.4159055,29065768.4351
"182",G24000504060004,"24","005","406000","4","240054060004",Block Group 4,G5030,S,10690255,23364,"+39.6471205","-076.6861300",17580.1249307,10713618.0394
"183",G24000504070011,"24","005","407001","1","240054070011",Block Group 1,G5030,S,28713761,59349,"+39.5960106","-076.6954176",25559.4509366,28773111.4781
"184",G24000504070012,"24","005","407001","2","240054070012",Block Group 2,G5030,S,21164966,178863,"+39.5951955","-076.6500488",24981.3703011,21343826.3135
"185",G24000504070021,"24","005","407002","1","240054070021",Block Group 1,G5030,S,18455164,43978,"+39.6943456","-076.6617738",25513.8286949,18499140.3886
"186",G24000504070022,"24","005","407002","2","240054070022",Block Group 2,G5030,S,45823021,59419,"+39.6889200","-076.6271519",40382.8905205,45882436.8941
"187",G24000504070023,"24","005","407002","3","240054070023",Block Group 3,G5030,S,32901192,82177,"+39.6558079","-076.5928792",30014.3510715,32983371.6284
"188",G24000504081001,"24","005","408100","1","240054081001",Block Group 1,G5030,S,11416413,123166,"+39.5600905","-076.6412500",19733.0858042,11539576.4721
"189",G24000504081002,"24","005","408100","2","240054081002",Block Group 2,G5030,S,8093525,2803,"+39.5170705","-076.6511962",15381.9401669,8096329.01793
"190",G24000504081003,"24","005","408100","3","240054081003",Block Group 3,G5030,S,1632960,2146,"+39.5219211","-076.6357605",6051.50735982,1635107.59879
"191",G24000504081004,"24","005","408100","4","240054081004",Block Group 4,G5030,S,4833718,168416,"+39.5113866","-076.6273616",10781.2932208,5002134.68
"192",G24000504082001,"24","005","408200","1","240054082001",Block Group 1,G5030,S,23495610,177782,"+39.5052501","-076.7050326",22627.1619087,23673394.0174
"193",G24000504082002,"24","005","408200","2","240054082002",Block Group 2,G5030,S,19802541,39882,"+39.5410530","-076.6798931",21719.5411171,19842422.7229
"194",G24000504083021,"24","005","408302","1","240054083021",Block Group 1,G5030,S,5834864,10263,"+39.4323512","-076.6875963",11053.7077604,5845128.4592
"195",G24000504083022,"24","005","408302","2","240054083022",Block Group 2,G5030,S,5088928,21282,"+39.4404566","-076.6675204",10740.6381303,5110211.10657
"196",G24000504083031,"24","005","408303","1","240054083031",Block Group 1,G5030,S,9052036,19070,"+39.4699526","-076.7231646",14139.0638585,9071106.49822
"197",G24000504083032,"24","005","408303","2","240054083032",Block Group 2,G5030,S,5568130,18673,"+39.4555751","-076.7128786",11306.9453618,5586803.39495
"198",G24000504083041,"24","005","408304","1","240054083041",Block Group 1,G5030,S,4014117,4968,"+39.4636661","-076.6650984",10577.6530665,4019086.49298
"199",G24000504083042,"24","005","408304","2","240054083042",Block Group 2,G5030,S,8492868,16814,"+39.4837144","-076.6819013",13353.1085989,8509681.68782
"200",G24000504083043,"24","005","408304","3","240054083043",Block Group 3,G5030,S,4140621,1252,"+39.4600546","-076.6930734",10987.3861044,4141873.99093
"201",G24000504084001,"24","005","408400","1","240054084001",Block Group 1,G5030,S,9960322,67816,"+39.4815609","-076.6522133",15638.1261369,10028141.6875
"202",G24000504085021,"24","005","408502","1","240054085021",Block Group 1,G5030,S,7884060,2122689,"+39.4478306","-076.5899523",15270.6117858,10006737.4538
"203",G24000504085022,"24","005","408502","2","240054085022",Block Group 2,G5030,S,1095401,0,"+39.4761552","-076.6049233",6377.27568128,1095401.06376
"204",G24000504085023,"24","005","408502","3","240054085023",Block Group 3,G5030,S,4053496,674432,"+39.4727155","-076.5945520",13936.0277728,4727926.26845
"205",G24000504085031,"24","005","408503","1","240054085031",Block Group 1,G5030,S,713248,0,"+39.4701881","-076.6353911",3675.30122443,713246.97358
"206",G24000504085032,"24","005","408503","2","240054085032",Block Group 2,G5030,S,1374594,12985,"+39.4595485","-076.6255220",5864.65456481,1387578.89945
"207",G24000504085051,"24","005","408505","1","240054085051",Block Group 1,G5030,S,1414174,5404,"+39.4518092","-076.6128875",5615.47259255,1419580.44057
"208",G24000504085052,"24","005","408505","2","240054085052",Block Group 2,G5030,S,2647400,0,"+39.4489819","-076.6301182",7528.53386669,2647403.16384
"209",G24000504085061,"24","005","408506","1","240054085061",Block Group 1,G5030,S,822268,0,"+39.4721535","-076.6210161",5309.33146131,822269.059278
"210",G24000504085062,"24","005","408506","2","240054085062",Block Group 2,G5030,S,1061381,0,"+39.4646781","-076.6064975",5420.16593499,1061383.20045
"211",G24000504085071,"24","005","408507","1","240054085071",Block Group 1,G5030,S,299933,0,"+39.4698010","-076.6212925",2527.61076647,299933.452118
"212",G24000504085072,"24","005","408507","2","240054085072",Block Group 2,G5030,S,679303,461,"+39.4643853","-076.6115738",4185.86747353,679763.681096
"213",G24000504085073,"24","005","408507","3","240054085073",Block Group 3,G5030,S,746163,1944,"+39.4652387","-076.6214365",3533.87728519,748105.818531
"214",G24000504086011,"24","005","408601","1","240054086011",Block Group 1,G5030,S,665837,0,"+39.4436422","-076.6128525",3364.80465761,665837.220161
"215",G24000504086012,"24","005","408601","2","240054086012",Block Group 2,G5030,S,789259,0,"+39.4363903","-076.6099751",3896.82942568,789257.605437
"216",G24000504086013,"24","005","408601","3","240054086013",Block Group 3,G5030,S,570458,0,"+39.4350880","-076.6194380",3144.51594644,570455.597344
"217",G24000504086014,"24","005","408601","4","240054086014",Block Group 4,G5030,S,448104,0,"+39.4405969","-076.6206719",3106.58197564,448104.353261
"218",G24000504086021,"24","005","408602","1","240054086021",Block Group 1,G5030,S,680707,0,"+39.4258695","-076.6157355",3779.55562226,680708.161601
"219",G24000504086022,"24","005","408602","2","240054086022",Block Group 2,G5030,S,1039266,0,"+39.4281812","-076.6072684",4495.07113482,1039265.10309
"220",G24000504087021,"24","005","408702","1","240054087021",Block Group 1,G5030,S,1242154,0,"+39.4160665","-076.6406853",5748.84151115,1242155.62433
"221",G24000504087022,"24","005","408702","2","240054087022",Block Group 2,G5030,S,972104,0,"+39.4144550","-076.6526505",3888.47474683,972104.841938
"222",G24000504087031,"24","005","408703","1","240054087031",Block Group 1,G5030,S,626347,0,"+39.4408216","-076.6401227",4112.47903994,626348.699191
"223",G24000504087032,"24","005","408703","2","240054087032",Block Group 2,G5030,S,1184129,0,"+39.4437853","-076.6477467",6927.624814,1184129.89686
"224",G24000504087033,"24","005","408703","3","240054087033",Block Group 3,G5030,S,1381583,6600,"+39.4451851","-076.6579380",6171.6842655,1388183.12826
"225",G24000504087034,"24","005","408703","4","240054087034",Block Group 4,G5030,S,724102,0,"+39.4500206","-076.6446387",4088.70565842,724102.390842
"226",G24000504087041,"24","005","408704","1","240054087041",Block Group 1,G5030,S,1400624,0,"+39.4312677","-076.6407988",5711.2916657,1400623.27919
"227",G24000504087042,"24","005","408704","2","240054087042",Block Group 2,G5030,S,3169129,0,"+39.4247709","-076.6583971",9378.31049763,3169124.82735
"228",G24000504087043,"24","005","408704","3","240054087043",Block Group 3,G5030,S,917564,1117,"+39.4327188","-076.6498459",4661.45062278,918681.982226
"229",G24000504088001,"24","005","408800","1","240054088001",Block Group 1,G5030,S,1641927,0,"+39.4264458","-076.6255723",7318.91302324,1641927.73406
"230",G24000504088002,"24","005","408800","2","240054088002",Block Group 2,G5030,S,1295724,0,"+39.4285326","-076.6324477",5502.07665288,1295724.06397
